Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod
05-05-2024,West,Desk,16,301.07,Store B,Retail,0.1,Carlos,4335.408,Gift Card
08-01-2024,South,Monitor,13,285.28,Store D,Retail,0,Eva,3708.64,Gift Card
13-01-2025,South,Phone,15,18.04,Store C,Wholesale,0,Eva,270.6,Credit Card
12-06-2025,East,Printer,11,495.44,Store A,Wholesale,0,Bob,5449.84,Gift Card
03-04-2025,North,Laptop,12,276.42,Store C,Retail,0.15,Carlos,2819.484,Online
26-01-2023,Central,Desk,7,228.32,Store C,Wholesale,0.15,Eva,1358.504,Debit Card
07-01-2023,Central,Monitor,1,498.19,Store A,Wholesale,0.1,Bob,448.371,Gift Card
15-01-2025,North,Desk,18,375.83,Store C,Retail,0.1,Carlos,6088.446,Gift Card
30-11-2024,East,Chair,18,130.36,Store B,Wholesale,0,Diana,2346.48,Debit Card
26-02-2024,East,Monitor,13,585.88,Store B,Retail,0.15,Carlos,6473.974,Credit Card
11-06-2025,North,Desk,19,278.04,Store B,Retail,0.05,Bob,5018.622,Credit Card
29-11-2023,Central,Phone,11,267.91,Store B,Retail,0,Eva,2947.01,Debit Card
27-06-2024,South,Chair,12,369.54,Store B,Retail,0.05,Diana,4212.756,Debit Card
20-05-2024,South,Monitor,13,284.3,Store A,Wholesale,0.05,Bob,3511.105,Online
17-06-2023,West,Chair,12,427.1,Store C,Retail,0,Carlos,5125.2,Gift Card
06-11-2024,East,Monitor,11,200.3,Store D,Retail,0.1,Eva,1982.97,Debit Card
12-02-2025,North,Printer,4,75.8,Store C,Retail,0.15,Carlos,257.72,Credit Card
09-04-2025,North,Monitor,4,518.43,Store A,Wholesale,0,Alice,2073.72,Online
18-08-2024,North,Tablet,19,181.18,Store A,Wholesale,0.05,Carlos,3270.299,Credit Card
20-02-2023,Central,Laptop,3,197.17,Store A,Wholesale,0.05,Frank,561.9345,Gift Card
28-04-2025,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card
10-08-2023,Central,Printer,3,59.78,Store C,Retail,0,Eva,179.34,Online
24-06-2024,North,Tablet,12,211.66,Store A,Wholesale,0.1,Carlos,2285.928,Credit Card
06-08-2023,Central,Printer,13,69.97,Store A,Wholesale,0.05,Alice,864.1295,Debit Card
26-11-2024,East,Tablet,7,438.33,Store C,Retail,0.1,Frank,2761.479,Cash
06-02-2025,East,Laptop,7,241.81,Store C,Wholesale,0.1,Alice,1523.403,Debit Card
20-03-2025,East,Desk,3,466.64,Store A,Retail,0.15,Bob,1189.932,Online
10-09-2024,South,Monitor,9,472.84,Store D,Retail,0.05,Alice,4042.782,Credit Card
20-02-2025,South,Chair,19,586.49,Store A,Wholesale,0.1,Eva,10028.979,Cash
20-01-2023,East,Chair,15,462.85,Store A,Retail,0.15,Diana,5901.3375,Credit Card
03-03-2024,East,Laptop,1,176.17,Store C,Retail,0.05,Alice,167.3615,Debit Card
27-11-2023,West,Printer,1,71.24,Store A,Retail,0.1,Carlos,64.116,Debit Card
10-11-2024,East,Laptop,6,62.43,Store A,Wholesale,0,Diana,374.58,Gift Card
04-02-2025,Central,Tablet,7,569.89,Store D,Wholesale,0.1,Alice,3590.307,Cash
21-02-2024,East,Desk,5,34.06,Store D,Wholesale,0.05,Diana,161.785,Gift Card
24-03-2023,East,Desk,17,502.6,Store A,Wholesale,0.1,Frank,7689.78,Cash
05-05-2024,South,Printer,3,89.72,Store D,Wholesale,0.1,Alice,242.244,Gift Card
04-10-2024,South,Laptop,18,403.53,Store D,Wholesale,0.1,Alice,6537.186,Online
04-01-2025,South,Chair,2,194.97,Store A,Retail,0,Diana,389.94,Credit Card
23-12-2024,Central,Printer,12,171.91,Store B,Retail,0.05,Eva,1959.774,Credit Card
29-01-2023,Central,Laptop,17,535.88,Store A,Wholesale,0.05,Bob,8654.462,Gift Card
11-08-2024,West,Chair,12,248.13,Store A,Retail,0.05,Alice,2828.682,Cash
25-11-2023,North,Phone,2,482.1,Store C,Retail,0,Carlos,964.2,Online
04-03-2025,North,Monitor,18,382.01,Store D,Wholesale,0.1,Alice,6188.562,Online
21-02-2025,North,Phone,13,135.98,Store C,Wholesale,0,Frank,1767.74,Online
26-02-2025,East,Desk,9,562.54,Store A,Wholesale,0,Alice,5062.86,Credit Card
29-03-2024,East,Monitor,6,509.48,Store B,Wholesale,0,Alice,3056.88,Debit Card
28-05-2025,West,Desk,3,470.09,Store B,Wholesale,0,Eva,1410.27,Gift Card
24-05-2024,West,Printer,10,280.8,Store C,Retail,0,Alice,2808,Credit Card
12-05-2023,South,Chair,9,251.43,Store C,Retail,0.1,Frank,2036.583,Credit Card
11-10-2023,South,Phone,4,408.28,Store A,Retail,0.15,Alice,1388.152,Cash
25-01-2024,North,Printer,2,27.43,Store B,Retail,0.15,Frank,46.631,Online
03-02-2023,East,Phone,11,321.72,Store A,Retail,0.1,Carlos,3185.028,Online
08-07-2024,North,Desk,5,186.32,Store A,Wholesale,0.1,Carlos,838.44,Gift Card
31-05-2025,South,Monitor,3,390.28,Store B,Retail,0,Frank,1170.84,Online
09-11-2023,South,Monitor,13,174.9,Store A,Wholesale,0.15,Carlos,1932.645,Online
06-07-2023,North,Chair,8,419.13,Store A,Retail,0.1,Alice,3017.736,Online
14-07-2023,North,Chair,12,116.96,Store D,Wholesale,0,Alice,1403.52,Gift Card
13-11-2023,West,Chair,11,323.72,Store A,Wholesale,0.1,Bob,3204.828,Gift Card
02-02-2025,West,Tablet,11,155.49,Store D,Retail,0.05,Frank,1624.8705,Cash
06-05-2024,South,Printer,20,270.2,Store A,Wholesale,0,Diana,5404,Credit Card
17-10-2024,South,Printer,15,482.08,Store D,Retail,0.1,Eva,6508.08,Debit Card
29-01-2025,North,Laptop,11,431.51,Store C,Wholesale,0.1,Carlos,4271.949,Debit Card
23-03-2025,Central,Chair,5,302.76,Store D,Wholesale,0,Carlos,1513.8,Gift Card
11-04-2024,West,Chair,19,344.92,Store C,Wholesale,0,Eva,6553.48,Cash
03-05-2024,Central,Chair,7,511.46,Store C,Retail,0.1,Eva,3222.198,Cash
14-10-2024,East,Monitor,7,150.6,Store A,Wholesale,0.15,Bob,896.07,Cash
08-02-2024,West,Phone,8,158.02,Store C,Wholesale,0.15,Diana,1074.536,Credit Card
10-05-2023,Central,Tablet,2,536.18,Store B,Retail,0.1,Frank,965.124,Credit Card
03-03-2023,North,Chair,16,571.26,Store C,Wholesale,0.15,Bob,7769.136,Gift Card
21-05-2025,Central,Tablet,12,134.42,Store D,Retail,0.1,Diana,1451.736,Gift Card
30-04-2025,Central,Laptop,5,563.7,Store A,Retail,0,Bob,2818.5,Online
02-04-2023,North,Phone,11,546.57,Store D,Retail,0.15,Bob,5110.4295,Credit Card
26-08-2024,North,Monitor,9,364.88,Store C,Wholesale,0.05,Bob,3119.724,Cash
10-11-2023,South,Monitor,7,368.27,Store C,Wholesale,0.15,Carlos,2191.2065,Online
27-01-2025,Central,Printer,20,537.28,Store C,Wholesale,0,Frank,10745.6,Online
26-04-2024,South,Phone,3,103.09,Store D,Wholesale,0,Carlos,309.27,Gift Card
27-11-2023,East,Tablet,9,97.56,Store A,Wholesale,0,Alice,878.04,Online
30-03-2023,Central,Tablet,10,338.75,Store A,Wholesale,0.15,Carlos,2879.375,Cash
04-03-2024,North,Desk,2,239.04,Store A,Wholesale,0,Bob,478.08,Debit Card
11-07-2023,South,Laptop,14,362.44,Store C,Wholesale,0.1,Bob,4566.744,Cash
20-09-2024,West,Monitor,6,551.13,Store D,Retail,0,Carlos,3306.78,Gift Card
18-02-2025,West,Laptop,1,82.06,Store D,Retail,0.1,Eva,73.854,Credit Card
16-07-2024,East,Tablet,7,498.46,Store C,Wholesale,0.15,Carlos,2965.837,Gift Card
23-11-2023,East,Chair,2,253.41,Store D,Retail,0.1,Frank,456.138,Cash
07-09-2023,South,Phone,16,144.07,Store D,Wholesale,0.1,Eva,2074.608,Debit Card
01-02-2024,West,Monitor,11,201.09,Store C,Retail,0.15,Carlos,1880.1915,Cash
08-05-2025,South,Chair,11,585.45,Store D,Wholesale,0.1,Alice,5795.955,Credit Card
17-01-2025,North,Laptop,3,448.77,Store A,Retail,0,Alice,1346.31,Online
02-09-2023,East,Monitor,9,184.43,Store D,Wholesale,0,Carlos,1659.87,Online
23-06-2023,Central,Laptop,16,594.1,Store D,Retail,0,Bob,9505.6,Gift Card
20-01-2024,East,Laptop,19,482.07,Store B,Wholesale,0.1,Bob,8243.397,Credit Card
26-06-2024,East,Chair,20,75.45,Store B,Wholesale,0.05,Eva,1433.55,Credit Card
12-12-2024,Central,Monitor,2,494.22,Store C,Retail,0.1,Carlos,889.596,Gift Card
21-02-2024,East,Laptop,15,112.82,Store B,Wholesale,0.05,Frank,1607.685,Credit Card
18-07-2023,East,Desk,3,121.56,Store D,Wholesale,0,Eva,364.68,Debit Card
02-10-2024,North,Desk,12,465.94,Store D,Wholesale,0,Alice,5591.28,Credit Card
01-12-2024,West,Phone,12,187.8,Store D,Wholesale,0.15,Diana,1915.56,Online
03-09-2024,East,Desk,1,561.3,Store D,Retail,0.15,Frank,477.105,Gift Card
22-02-2025,West,Printer,7,178.26,Store C,Retail,0.15,Bob,1060.647,Online
11-05-2025,West,Monitor,20,552.83,Store D,Retail,0.15,Eva,9398.11,Online
20-12-2024,Central,Tablet,2,458.25,Store B,Wholesale,0,Eva,916.5,Gift Card
18-04-2023,East,Laptop,2,129.43,Store D,Retail,0.05,Alice,245.917,Debit Card
29-08-2024,East,Printer,19,448.21,Store C,Wholesale,0.1,Alice,7664.391,Debit Card
03-09-2023,North,Desk,16,440.48,Store B,Retail,0.05,Frank,6695.296,Cash
19-05-2025,East,Laptop,8,262.62,Store C,Wholesale,0,Alice,2100.96,Cash
18-06-2023,East,Tablet,15,124.91,Store A,Wholesale,0.1,Eva,1686.285,Gift Card
18-06-2025,West,Monitor,9,391,Store D,Wholesale,0.1,Eva,3167.1,Debit Card
29-09-2024,South,Laptop,12,204.15,Store C,Retail,0.05,Alice,2327.31,Debit Card
25-02-2024,East,Laptop,20,13.64,Store C,Retail,0.15,Frank,231.88,Credit Card
21-03-2024,North,Printer,14,524.9,Store C,Wholesale,0.05,Alice,6981.17,Cash
03-02-2024,North,Laptop,8,143.95,Store B,Retail,0.1,Diana,1036.44,Cash
21-11-2023,South,Laptop,2,576.84,Store D,Retail,0.1,Frank,1038.312,Credit Card
10-01-2023,West,Chair,14,250.98,Store C,Retail,0,Eva,3513.72,Debit Card
06-02-2023,Central,Phone,7,335.41,Store C,Retail,0,Bob,2347.87,Online
10-04-2025,North,Printer,11,204.5,Store A,Retail,0,Eva,2249.5,Debit Card
14-02-2024,East,Tablet,1,542.63,Store A,Retail,0.05,Carlos,515.4985,Credit Card
26-05-2025,East,Phone,1,204.54,Store D,Retail,0.1,Carlos,184.086,Online
12-09-2023,West,Chair,10,419.58,Store A,Wholesale,0.15,Eva,3566.43,Debit Card
17-05-2023,East,Desk,7,87.88,Store C,Wholesale,0.15,Alice,522.886,Online
29-01-2024,West,Printer,7,386.88,Store B,Wholesale,0.05,Carlos,2572.752,Cash
09-05-2025,North,Desk,4,242.8,Store D,Wholesale,0.05,Diana,922.64,Debit Card
05-04-2024,East,Printer,4,410.59,Store A,Retail,0,Eva,1642.36,Cash
01-08-2024,South,Chair,3,10.93,Store D,Wholesale,0.15,Eva,27.8715,Cash
10-07-2024,South,Chair,20,150.16,Store C,Wholesale,0,Bob,3003.2,Cash
15-06-2024,East,Chair,1,394.41,Store B,Retail,0.1,Alice,354.969,Gift Card
22-05-2024,East,Monitor,6,535.38,Store C,Wholesale,0.15,Alice,2730.438,Online
14-01-2024,East,Monitor,19,407.82,Store D,Retail,0.05,Diana,7361.151,Gift Card
31-10-2024,North,Tablet,16,120.83,Store B,Retail,0.05,Carlos,1836.616,Cash
23-04-2024,West,Printer,7,39.53,Store D,Retail,0.1,Carlos,249.039,Debit Card
14-06-2023,South,Tablet,2,224.08,Store A,Retail,0.05,Frank,425.752,Credit Card
28-02-2024,North,Printer,11,382.08,Store D,Wholesale,0.05,Frank,3992.736,Cash
19-06-2024,South,Printer,9,88.49,Store D,Wholesale,0.05,Diana,756.5895,Online
18-03-2023,Central,Tablet,20,139.1,Store C,Wholesale,0.05,Carlos,2642.9,Online
21-03-2023,West,Desk,19,322.35,Store D,Wholesale,0.1,Alice,5512.185,Debit Card
28-05-2024,East,Printer,16,334.55,Store B,Wholesale,0.1,Eva,4817.52,Credit Card
27-03-2023,West,Desk,20,332.48,Store B,Wholesale,0,Eva,6649.6,Online
19-06-2023,Central,Printer,1,123.4,Store A,Retail,0,Eva,123.4,Cash
31-10-2023,South,Laptop,3,88.26,Store D,Wholesale,0.05,Bob,251.541,Debit Card
11-07-2023,West,Phone,13,50.51,Store D,Wholesale,0.1,Alice,590.967,Debit Card
19-05-2023,South,Monitor,11,237.99,Store D,Wholesale,0.05,Bob,2486.9955,Debit Card
05-08-2023,North,Chair,7,294.95,Store D,Wholesale,0,Frank,2064.65,Online
24-03-2023,West,Desk,8,384.3,Store C,Wholesale,0.1,Frank,2766.96,Gift Card
14-02-2025,West,Monitor,1,378.35,Store C,Wholesale,0.05,Diana,359.4325,Cash
14-12-2024,North,Desk,1,461.35,Store D,Retail,0,Bob,461.35,Debit Card
28-06-2023,South,Printer,20,354.9,Store A,Wholesale,0,Bob,7098,Gift Card
24-01-2023,West,Desk,7,438.41,Store C,Retail,0.1,Diana,2761.983,Debit Card
21-06-2024,Central,Tablet,14,542.6,Store C,Retail,0.05,Eva,7216.58,Debit Card
09-04-2025,North,Printer,3,238.82,Store C,Retail,0.1,Bob,644.814,Gift Card
11-01-2025,North,Tablet,16,332.19,Store C,Retail,0.1,Eva,4783.536,Credit Card
13-07-2024,Central,Printer,9,454.6,Store D,Wholesale,0.05,Carlos,3886.83,Debit Card
04-01-2025,West,Printer,6,540.54,Store A,Retail,0.05,Carlos,3081.078,Debit Card
25-10-2023,West,Desk,14,147.37,Store D,Wholesale,0.15,Frank,1753.703,Debit Card
30-09-2023,South,Laptop,7,421.12,Store D,Wholesale,0.15,Diana,2505.664,Gift Card
16-03-2023,North,Phone,20,436.32,Store D,Retail,0,Diana,8726.4,Credit Card
26-07-2023,North,Laptop,18,436.83,Store A,Wholesale,0.1,Bob,7076.646,Credit Card
10-07-2023,East,Monitor,2,327.57,Store A,Retail,0.05,Diana,622.383,Debit Card
06-08-2024,East,Printer,18,166.92,Store C,Wholesale,0.05,Alice,2854.332,Gift Card
16-07-2024,Central,Phone,14,300.38,Store A,Retail,0.1,Alice,3784.788,Online
31-01-2024,North,Printer,5,232.29,Store A,Wholesale,0,Alice,1161.45,Online
22-04-2023,Central,Tablet,1,173.44,Store A,Retail,0,Bob,173.44,Gift Card
04-02-2025,East,Phone,9,256.14,Store A,Retail,0.15,Frank,1959.471,Credit Card
25-08-2024,Central,Laptop,12,461.3,Store D,Wholesale,0.15,Diana,4705.26,Gift Card
30-08-2023,East,Phone,1,193.08,Store A,Wholesale,0.05,Frank,183.426,Online
06-09-2023,West,Chair,3,312.97,Store C,Retail,0.05,Eva,891.9645,Credit Card
13-05-2025,South,Laptop,6,214.14,Store D,Wholesale,0.05,Diana,1220.598,Cash
29-10-2023,North,Phone,4,59.8,Store D,Retail,0.1,Frank,215.28,Online
12-06-2024,East,Laptop,9,418,Store C,Wholesale,0,Bob,3762,Credit Card
02-02-2023,South,Chair,1,80.96,Store A,Wholesale,0,Bob,80.96,Credit Card
04-05-2023,East,Phone,20,42.12,Store B,Wholesale,0.15,Alice,716.04,Credit Card
24-05-2023,West,Monitor,3,366.65,Store D,Wholesale,0,Carlos,1099.95,Credit Card
03-02-2023,West,Monitor,19,534.92,Store D,Retail,0,Diana,10163.48,Online
25-12-2023,East,Chair,1,494.52,Store D,Retail,0,Bob,494.52,Credit Card
26-07-2023,East,Monitor,6,344.67,Store D,Wholesale,0.1,Diana,1861.218,Online
06-06-2024,Central,Monitor,12,489.14,Store D,Retail,0.15,Bob,4989.228,Online
13-10-2024,South,Printer,18,256.23,Store B,Wholesale,0.05,Eva,4381.533,Debit Card
03-11-2024,North,Printer,17,99.76,Store C,Wholesale,0,Diana,1695.92,Online
03-02-2024,North,Printer,14,575.66,Store C,Wholesale,0.1,Frank,7253.316,Credit Card
10-01-2023,East,Chair,6,176.52,Store D,Wholesale,0.15,Alice,900.252,Online
16-10-2023,East,Tablet,6,485.66,Store D,Wholesale,0.05,Eva,2768.262,Gift Card
19-03-2025,Central,Laptop,8,141.61,Store B,Retail,0.1,Bob,1019.592,Gift Card
16-12-2024,West,Desk,9,215.29,Store C,Wholesale,0.1,Alice,1743.849,Credit Card
16-08-2023,West,Laptop,18,497.22,Store B,Wholesale,0.05,Diana,8502.462,Credit Card
10-01-2023,East,Desk,13,347.73,Store B,Wholesale,0.05,Diana,4294.4655,Gift Card
09-05-2025,Central,Chair,3,371.21,Store C,Wholesale,0.1,Eva,1002.267,Gift Card
08-04-2024,East,Printer,12,434.33,Store A,Wholesale,0.15,Bob,4430.166,Cash
06-05-2025,East,Monitor,16,426.65,Store A,Retail,0.1,Diana,6143.76,Gift Card
21-05-2023,West,Desk,6,294.97,Store A,Wholesale,0.05,Bob,1681.329,Credit Card
23-11-2023,Central,Phone,12,130.9,Store D,Retail,0.15,Alice,1335.18,Debit Card
26-03-2024,North,Monitor,18,539.98,Store C,Retail,0.15,Eva,8261.694,Cash
25-09-2024,South,Desk,12,149.37,Store D,Retail,0.1,Bob,1613.196,Credit Card
06-04-2023,East,Chair,5,411.24,Store A,Wholesale,0.15,Bob,1747.77,Cash
24-06-2024,North,Chair,16,462.86,Store D,Retail,0.05,Bob,7035.472,Cash
15-12-2024,South,Laptop,17,506.38,Store B,Wholesale,0,Carlos,8608.46,Cash
03-10-2024,North,Desk,19,25.61,Store B,Retail,0,Bob,486.59,Gift Card
03-09-2023,South,Desk,4,467.45,Store C,Wholesale,0.05,Frank,1776.31,Gift Card
29-01-2023,North,Printer,10,140.5,Store B,Retail,0.15,Carlos,1194.25,Online
12-06-2024,North,Phone,8,57.85,Store D,Wholesale,0,Frank,462.8,Online
24-11-2024,North,Monitor,9,539.64,Store A,Retail,0.15,Alice,4128.246,Gift Card
15-08-2023,West,Monitor,18,476.32,Store A,Wholesale,0,Diana,8573.76,Credit Card
21-08-2024,Central,Tablet,11,143.85,Store A,Wholesale,0.1,Eva,1424.115,Debit Card
24-05-2023,West,Monitor,4,323.63,Store C,Retail,0.1,Carlos,1165.068,Credit Card
27-04-2023,West,Monitor,16,37.4,Store A,Wholesale,0.05,Bob,568.48,Credit Card
21-05-2023,East,Tablet,1,418.98,Store B,Retail,0.1,Carlos,377.082,Gift Card
16-02-2025,East,Monitor,12,108.35,Store A,Wholesale,0,Diana,1300.2,Online
24-08-2023,East,Tablet,5,256.42,Store B,Retail,0,Alice,1282.1,Gift Card
14-03-2024,East,Desk,16,544.91,Store B,Retail,0.1,Frank,7846.704,Credit Card
29-01-2024,North,Desk,19,113.42,Store A,Retail,0,Eva,2154.98,Debit Card
09-08-2024,South,Phone,10,522.73,Store C,Retail,0.1,Bob,4704.57,Credit Card
08-07-2024,North,Tablet,18,448.03,Store B,Retail,0.15,Frank,6854.859,Cash
20-08-2024,North,Monitor,15,208.51,Store A,Retail,0.05,Carlos,2971.2675,Gift Card
26-06-2023,Central,Laptop,13,423.64,Store C,Retail,0.1,Alice,4956.588,Debit Card
23-12-2023,East,Chair,5,552.26,Store D,Wholesale,0.15,Alice,2347.105,Debit Card
20-08-2023,Central,Desk,1,182.11,Store A,Retail,0.1,Carlos,163.899,Credit Card
28-10-2024,West,Desk,7,466.36,Store D,Wholesale,0.05,Bob,3101.294,Online
11-11-2024,East,Printer,15,140.54,Store A,Wholesale,0.1,Eva,1897.29,Credit Card
07-12-2023,West,Desk,17,460.31,Store A,Retail,0.15,Diana,6651.4795,Online
23-03-2024,West,Laptop,5,132.87,Store B,Retail,0,Bob,664.35,Debit Card
29-10-2024,West,Tablet,12,209.86,Store D,Retail,0.05,Bob,2392.404,Online
17-06-2025,East,Laptop,9,31.35,Store B,Retail,0.1,Diana,253.935,Cash
18-03-2023,North,Chair,11,335.11,Store C,Retail,0,Frank,3686.21,Gift Card
19-01-2023,East,Phone,8,277.43,Store D,Wholesale,0,Carlos,2219.44,Online
09-07-2023,West,Desk,6,287.72,Store A,Retail,0.05,Bob,1640.004,Debit Card
16-03-2025,East,Laptop,14,459.61,Store B,Retail,0.05,Frank,6112.813,Online
08-02-2025,North,Tablet,10,396.73,Store B,Retail,0.1,Eva,3570.57,Online
20-04-2024,South,Printer,20,516.43,Store B,Retail,0,Bob,10328.6,Online
05-06-2025,East,Laptop,1,299.66,Store A,Retail,0.1,Diana,269.694,Cash
25-04-2025,South,Chair,12,31.72,Store B,Retail,0,Alice,380.64,Debit Card
06-09-2023,Central,Phone,17,588.58,Store D,Wholesale,0.05,Diana,9505.567,Debit Card
29-09-2023,East,Laptop,11,203.15,Store C,Retail,0.1,Eva,2011.185,Online
21-05-2024,Central,Monitor,18,139.14,Store A,Wholesale,0,Carlos,2504.52,Online
13-04-2025,West,Monitor,2,158.99,Store A,Wholesale,0,Bob,317.98,Online
16-11-2024,East,Chair,3,387.63,Store A,Wholesale,0,Diana,1162.89,Credit Card
20-07-2024,North,Desk,5,202.12,Store A,Retail,0.1,Diana,909.54,Online
20-05-2023,North,Desk,4,334.57,Store C,Retail,0.15,Carlos,1137.538,Gift Card
22-10-2023,West,Phone,16,486.71,Store B,Wholesale,0.15,Carlos,6619.256,Online
18-05-2025,North,Monitor,2,188.29,Store D,Wholesale,0.15,Bob,320.093,Credit Card
03-03-2024,South,Laptop,3,260.72,Store B,Wholesale,0.15,Frank,664.836,Online
23-07-2023,East,Desk,6,358.27,Store B,Retail,0.1,Frank,1934.658,Gift Card
09-02-2025,North,Desk,13,492.66,Store B,Retail,0.1,Frank,5764.122,Gift Card
17-01-2023,South,Chair,3,348.38,Store B,Wholesale,0,Carlos,1045.14,Gift Card
17-09-2023,North,Phone,6,437.59,Store D,Wholesale,0.05,Diana,2494.263,Gift Card
15-02-2025,North,Printer,19,118.09,Store D,Wholesale,0.1,Alice,2019.339,Online
07-10-2023,West,Tablet,15,188.57,Store C,Wholesale,0.05,Bob,2687.1225,Credit Card
08-08-2023,West,Phone,8,200.74,Store A,Wholesale,0,Diana,1605.92,Gift Card
21-08-2023,East,Laptop,3,142.09,Store C,Wholesale,0.15,Frank,362.3295,Gift Card
07-07-2024,North,Tablet,15,576.12,Store D,Retail,0.1,Alice,7777.62,Online
17-01-2025,South,Desk,9,96.97,Store D,Retail,0.15,Bob,741.8205,Credit Card
06-12-2023,North,Tablet,17,218.04,Store D,Wholesale,0.15,Bob,3150.678,Cash
01-03-2023,South,Desk,2,153.33,Store C,Wholesale,0.05,Carlos,291.327,Cash
11-02-2025,North,Printer,8,316.12,Store B,Wholesale,0.1,Diana,2276.064,Gift Card
20-06-2023,Central,Printer,13,153.57,Store B,Wholesale,0.05,Carlos,1896.5895,Gift Card
29-02-2024,West,Printer,7,208.31,Store C,Wholesale,0.05,Frank,1385.2615,Online
30-06-2025,North,Chair,2,160.96,Store C,Wholesale,0.1,Eva,289.728,Gift Card
19-08-2024,North,Monitor,3,373.77,Store B,Retail,0.1,Eva,1009.179,Cash
15-01-2024,Central,Printer,20,200.7,Store D,Retail,0.1,Alice,3612.6,Online
08-08-2024,Central,Desk,14,115.77,Store B,Wholesale,0.15,Frank,1377.663,Credit Card
05-10-2024,West,Phone,12,535.41,Store C,Retail,0.1,Frank,5782.428,Gift Card
13-01-2024,South,Desk,12,103.59,Store A,Retail,0.1,Frank,1118.772,Debit Card
29-03-2023,West,Laptop,18,176.32,Store B,Wholesale,0.05,Diana,3015.072,Debit Card
19-10-2023,North,Printer,5,112.44,Store D,Retail,0.1,Bob,505.98,Credit Card
23-10-2023,West,Chair,20,19.3,Store C,Wholesale,0,Bob,386,Debit Card
24-03-2023,South,Phone,9,233.11,Store B,Retail,0.05,Eva,1993.0905,Debit Card
09-08-2024,West,Printer,17,66.48,Store C,Wholesale,0.15,Eva,960.636,Gift Card
26-04-2023,South,Laptop,17,504.63,Store A,Wholesale,0.1,Carlos,7720.839,Online
04-03-2024,West,Tablet,11,97.84,Store B,Retail,0.05,Alice,1022.428,Debit Card
14-02-2023,East,Tablet,7,468.14,Store A,Retail,0.15,Bob,2785.433,Cash
28-04-2023,West,Tablet,20,476.69,Store B,Wholesale,0.05,Bob,9057.11,Online
03-03-2024,North,Phone,2,160.73,Store A,Wholesale,0.15,Frank,273.241,Cash
04-09-2024,West,Tablet,9,228.98,Store D,Retail,0.15,Frank,1751.697,Online
30-12-2024,East,Tablet,19,336.5,Store B,Wholesale,0,Alice,6393.5,Online
10-02-2024,East,Printer,18,411.59,Store A,Wholesale,0,Bob,7408.62,Credit Card
07-09-2023,Central,Printer,1,431.49,Store C,Wholesale,0.15,Alice,366.7665,Cash
11-08-2023,East,Laptop,18,495.39,Store A,Wholesale,0,Carlos,8917.02,Gift Card
12-03-2023,West,Phone,4,149.3,Store A,Wholesale,0.1,Diana,537.48,Debit Card
29-03-2023,Central,Desk,18,179.97,Store C,Wholesale,0.1,Eva,2915.514,Cash
17-02-2025,South,Chair,11,381.14,Store B,Retail,0.05,Frank,3982.913,Gift Card
07-01-2024,North,Chair,5,454.62,Store C,Wholesale,0.05,Diana,2159.445,Gift Card
14-01-2023,East,Phone,17,226.56,Store A,Wholesale,0.1,Diana,3466.368,Gift Card
03-01-2024,West,Laptop,2,132.91,Store A,Wholesale,0,Bob,265.82,Debit Card
25-08-2023,South,Desk,2,35.69,Store C,Retail,0,Eva,71.38,Debit Card
16-05-2025,North,Desk,6,451.93,Store A,Wholesale,0.15,Eva,2304.843,Cash
30-12-2023,South,Laptop,7,270.47,Store D,Wholesale,0.05,Diana,1798.6255,Credit Card
06-10-2024,South,Phone,13,55.46,Store A,Retail,0.05,Bob,684.931,Credit Card
12-03-2023,Central,Tablet,17,515.12,Store D,Wholesale,0.15,Bob,7443.484,Credit Card
06-04-2024,North,Phone,1,256.63,Store D,Wholesale,0,Carlos,256.63,Gift Card
20-01-2023,North,Tablet,4,423.99,Store B,Retail,0.05,Frank,1611.162,Online
08-07-2024,West,Laptop,15,77.89,Store B,Wholesale,0.05,Diana,1109.9325,Credit Card
06-10-2023,North,Phone,12,11.95,Store A,Retail,0.05,Carlos,136.23,Online
11-09-2023,East,Desk,7,67.05,Store D,Wholesale,0.1,Carlos,422.415,Cash
14-09-2023,North,Phone,19,118.15,Store C,Retail,0.15,Frank,1908.1225,Cash
06-11-2023,North,Printer,16,114.47,Store B,Wholesale,0.15,Carlos,1556.792,Online
23-06-2024,North,Monitor,9,36.21,Store C,Wholesale,0.15,Bob,277.0065,Credit Card
30-03-2023,West,Printer,10,52.58,Store B,Wholesale,0.1,Eva,473.22,Cash
05-10-2024,East,Phone,6,272.26,Store A,Retail,0.1,Carlos,1470.204,Debit Card
19-03-2023,Central,Chair,10,124.97,Store D,Retail,0.15,Eva,1062.245,Gift Card
17-03-2025,North,Phone,9,228.62,Store C,Retail,0.05,Eva,1954.701,Gift Card
18-12-2024,Central,Laptop,20,282.91,Store A,Wholesale,0.15,Frank,4809.47,Debit Card
06-01-2025,West,Tablet,17,129.62,Store D,Retail,0.15,Eva,1873.009,Online
14-01-2025,Central,Monitor,6,162.35,Store B,Wholesale,0.05,Eva,925.395,Credit Card
26-01-2023,South,Printer,14,209.82,Store B,Wholesale,0,Eva,2937.48,Cash
04-08-2024,North,Laptop,16,293.44,Store D,Wholesale,0.05,Diana,4460.288,Gift Card
